ImageID,Source,LabelName,Confidence
71836d169b8f9995,machine,/m/029zz6,0.792295
71836d169b8f9995,machine,/m/02cwm,0.653676
71836d169b8f9995,machine,/m/02mf1n,0.821883
71836d169b8f9995,machine,/m/03gq5hm,0.830722
71836d169b8f9995,machine,/m/03scnj,0.522732
71836d169b8f9995,machine,/m/0541p,0.584048
71836d169b8f9995,machine,/m/05khh,0.688248
71836d169b8f9995,machine,/m/07c1v,0.830081
71836d169b8f9995,machine,/m/07s6nbt,0.9464
71836d169b8f9995,machine,/m/0bs7_0t,0.828752
71836c97a3206144,machine,/m/0175cv,0.651644
71836c97a3206144,machine,/m/01dgwv,0.543031
71836c97a3206144,machine,/m/01dqkc,0.966814
71836c97a3206144,machine,/m/028wlm,0.507404
71836c97a3206144,machine,/m/02cqfm,0.712519
71836c97a3206144,machine,/m/03mp1,0.572254
71836c97a3206144,machine,/m/03rbf6,0.695648
71836c97a3206144,machine,/m/03vt0,0.986331
71836c97a3206144,machine,/m/03xxp,0.93138
71836c97a3206144,machine,/m/04d01f,0.848697
71836c97a3206144,machine,/m/05nnm,0.683197
71836c97a3206144,machine,/m/06z04,0.595034
71836c97a3206144,machine,/m/088fh,0.756809
71836c97a3206144,machine,/m/09q2t,0.550793
71836c97a3206144,machine,/m/0b_l7,0.847845
71836c97a3206144,machine,/m/0h2mp,0.529238
71836c97a3206144,machine,/m/0k8by,0.568957
71836c97a3206144,machine,/m/0zkm,0.761251
718368fa04c1f199,machine,/m/01cs50,0.621488
718368fa04c1f199,machine,/m/01r1z5,0.624302
718368fa04c1f199,machine,/m/01ykh,0.966922
718368fa04c1f199,machine,/m/024h08,0.554311
718368fa04c1f199,machine,/m/02lggn,0.519678
718368fa04c1f199,machine,/m/02q08p0,0.982526
718368fa04c1f199,machine,/m/02vdjb,0.889084
718368fa04c1f199,machine,/m/02wbm,0.982939
718368fa04c1f199,machine,/m/036qh8,0.746551
718368fa04c1f199,machine,/m/03ly4k,0.509525
718368fa04c1f199,machine,/m/04scj,0.733634
718368fa04c1f199,machine,/m/075x8c,0.802178
718368fa04c1f199,machine,/m/07xgrh,0.904477
718368fa04c1f199,machine,/m/09759,0.803959
718368fa04c1f199,machine,/m/09g6ctn,0.802436
718368fa04c1f199,machine,/m/0g9vs81,0.874028
718368fa04c1f199,machine,/m/0jfd5,0.533657
718368fa04c1f199,machine,/m/0krfg,0.565868
718368fa04c1f199,machine,/m/0p57p,0.593292
7183710628715b5d,machine,/m/01r1z5,0.631022
7183710628715b5d,machine,/m/01r22b,0.548613
7183710628715b5d,machine,/m/01ykh,0.964034
7183710628715b5d,machine,/m/02kpym,0.7223
7183710628715b5d,machine,/m/02lggn,0.51578
7183710628715b5d,machine,/m/02q08p0,0.98747
7183710628715b5d,machine,/m/02wbm,0.977649
7183710628715b5d,machine,/m/036qh8,0.73189
7183710628715b5d,machine,/m/04scj,0.523736
7183710628715b5d,machine,/m/050gv4,0.535574
7183710628715b5d,machine,/m/06gpzn,0.634619
7183710628715b5d,machine,/m/07l2x3,0.656038
7183710628715b5d,machine,/m/07l8p5,0.533463
7183710628715b5d,machine,/m/07xgrh,0.906805
7183710628715b5d,machine,/m/0dw_m,0.535987
7183710628715b5d,machine,/m/0p57p,0.616411
71836ee90ba69420,machine,/m/015kr,0.594701
71836ee90ba69420,machine,/m/015s2f,0.8251
71836ee90ba69420,machine,/m/017m8l,0.910532
71836ee90ba69420,machine,/m/01bqvp,0.691125
71836ee90ba69420,machine,/m/01cbzq,0.539347
71836ee90ba69420,machine,/m/01f4td,0.700181
71836ee90ba69420,machine,/m/01pvk,0.586536
71836ee90ba69420,machine,/m/01txr2,0.598093
71836ee90ba69420,machine,/m/025s3q0,0.64044
71836ee90ba69420,machine,/m/02_ktj,0.551221
71836ee90ba69420,machine,/m/03h5wy,0.629909
71836ee90ba69420,machine,/m/03kj4q,0.912604
71836ee90ba69420,machine,/m/03ktm1,0.955282
71836ee90ba69420,machine,/m/05t0z3q,0.78976
71836ee90ba69420,machine,/m/06cnp,0.921487
71836ee90ba69420,machine,/m/07bsy,0.863936
71836ee90ba69420,machine,/m/07sn5gn,0.609489
71836ee90ba69420,machine,/m/0838f,0.932186
71836ee90ba69420,machine,/m/09qqq,0.607711
71836ee90ba69420,machine,/m/0btcr,0.528116
71836ee90ba69420,machine,/m/0dx1j,0.831546
71836ee90ba69420,machine,/m/0f0q9,0.582454
71836ee90ba69420,machine,/m/0j6m2,0.699474
